class,aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
pos,1009598,,,,,,0,0,0,0,198528,11108500,42525234,14149986,439574,17646,25132642,245340,19400,,342,494,53250300,44716434,21196594,7790704,,0,1558,0,,,0,0,0,0,1114,7687220,56783708,3900648,66778,0,46712,29392,72770,197184,10954666,56955246,182298,1056,120,24,22837744,13874460,4200148,3790416,4325816,7496368,11099956,814528,32,0,74466656,,,,,25132642,874508,11366158,9675786,246980,225420,226700,242300,341540,313680,321680,366300,62060,1009597.33,74466656,74466656,74489488,469683,,,408140,68439468,1209600,,,,,58182513.6,0.0,10208458.56,0,0,0,0,12970,4332248,31750232,28378572,3427740,452934,83694,1078,,,74466656,,68826,16162,6486956,4337310,21647070,33397890,2412020,73222,12,0,,,,,,,,,,,,,,,,,,,,515066,,,,,,,,,,,,,,27336.94,35642,10543248,13419318,9605692,4243920,7707862,6056374,5421828,3928352,7368248,144626,,
pos,2746564,,,,,,0,0,0,369182,2743806,2949414,1594480,234298,66064,0,54647980,892296,12490,,19605940,38265592,95323002,90726186,77934944,21556628,,0,654,0,,,0,0,0,0,0,0,144912,7159706,652626,0,110344,27456,30416,41358,1737218,6010422,30,0,0,0,2505264,2061040,931930,641244,436932,315672,278498,458338,288324,40002,192871534,,,,,54647980,1800308,32116248,45736316,700160,712200,665500,606320,562540,605580,640600,630560,215880,2746564.83,192871534,192871534,8255880,56779,,,392460,7957244,1209600,,,,,140986129.9,0.0,33519527.04,1070,2246,0,236,438074,2873378,2726384,1655872,247992,13298,1964,46,,,192871534,,3956,758,1749276,618634,5405028,179578,14,0,0,0,,,,,,,,,,,,,,,,,,,,1356978,,,,,,,,,,,,,,1271.86,1606,2274540,611980,438086,243870,717016,2227842,1324296,88164,31356,94,,
pos,1356594,,0,,0,0,0,0,0,18790,1596788,23594046,33369884,5492878,148392,290,38116446,291280,42,,380,642,60350504,52064968,13672718,7524418,0,0,0,0,0,0,0,0,0,0,0,4081692,46532078,10494260,3113038,0,42758,33770,56940,150890,28802274,35099940,34484,12,0,0,23922728,11030902,5476040,4260980,3556254,3200590,4193264,6575382,1959496,45432,74024706,0,45592,16354,5284,38116446,1036300,8216248,5423020,358400,335360,371920,485260,459780,387780,329280,305020,48940,1356593.2,74024706,74024706,66986162,465605,5707936,,165920,64221068,1209600,0,,,,63347748.48,0.0,6043112.64,19968,,0,238,188442,8077100,30501584,21849176,3242952,296200,60896,4480,,0,74024706,,39614,7966,3036992,1765524,3549808,49165540,6569470,86142,12,0,,,,,,,,,,29976,1370,,,,,,,,,638870,943534,246406,0,0,2629900,401902,40832360,9936452,0,0,0,0,,0.74,0,5853990,6177628,5898640,3211944,6978392,7536384,8793946,8103360,11356562,310222,0,0
pos,1054946,2,7136,1370,0,0,0,0,159068,3796396,22104064,23752612,7063894,928200,163214,15172,29110012,8264,284,,1949124,2932630,51074670,47437072,32966372,4255048,28,0,0,0,6864,2984,0,0,0,0,0,4724,775008,31641148,25561740,0,113640,42934,67092,179232,543830,52107384,2711028,2217478,2,0,18743086,14405542,7177136,4264782,2675078,1978546,1494638,1302982,708404,5232426,85992136,24174,26668,110164,56,29110012,664152,28016260,4922632,583040,504380,517720,448500,380200,487420,620640,610340,11620,1054946.3,85992136,85992136,85512300,346482,68568,,36480,58048550,1209600,1270874,0,1478,0,51142688.64,0.0,6863154.24,1282,18236,36914,472400,4388760,8184720,13696206,11136180,8556114,7817578,3277300,416448,3908,5464,85992136,0,68368,8742,2468648,2725150,3410368,42530052,6578154,191736,1396,6,2514,2738,29774262,9287358,478810,7372,0,0,30474768,54554,5498,0,0,0,0,0,0,0,0,362874,225032,74642,98715598,15145510,1745172,261886,2184880,432466,83373976,225810,0,0,21902640,20992.74,21028,7122540,5640404,4206560,2009946,4308076,4520660,7940526,22011912,221996,0,0,0
pos,581078,0,9120,150,0,0,0,0,73758,540918,1745464,320008,20464,1020,0,0,15907392,3140,0,,2323622,3361230,29432416,25906604,10095864,4361334,32,0,0,0,16084,4266,0,0,0,0,0,0,0,85506,2475790,140336,30090,20206,25150,30730,41684,1267128,835982,447270,3392,0,694134,622126,323216,267354,192848,145108,88544,67572,37952,262778,41867246,26808,24644,15868,34,15907392,505854,3469604,6594912,309980,330480,314120,312620,352580,321520,335860,353880,212580,581077.57,41867246,41867246,40902608,18233,864,,616660,39258372,1209600,1294998,0,36,0,33137557.44,0.0,6073252.8,1546,3198,16124,84280,371746,487514,421478,485522,609832,202022,22512,602,184,6308,41867246,0,7116,1248,135562,165824,135664,1285798,954142,16180,98,0,260,316,1919562,1117250,0,46,0,0,1975414,59798,40754,,,,,,,,,366430,100734,30260,81073840,11408774,1524366,216210,443840,54784,36303276,345158,0,0,,,2320,381424,534196,256022,90272,192182,1162352,65372,17016,2796,0,0,0
pos,356414,,3326,964,0,0,0,684,25500,520718,1965198,4692338,2964200,796998,102492,10060,14931484,27482,0,0,1470186,2988040,21854046,17105574,10128380,5460326,6,0,0,0,11742,1478,0,0,0,0,0,0,0,783134,10295054,0,25802,26448,51362,79630,979618,9915306,22,0,0,0,4767010,2745342,1148436,705222,446846,317624,286768,418598,201444,40898,33454284,2734,3576,1676,8,14931484,558084,1312646,8805792,361920,307320,320400,273860,297720,284120,307420,336940,221400,356414.88,33454284,33454284,11339530,60584,1458,49164,767340,11078188,1209600,1060240,0,784,0,21201323.52,4917137.28,6469777.92,1174,2566,4710,107950,766208,2940114,4453804,2586580,205960,11666,1196,0,42,244,33454284,,4656,1090,3026150,870492,3679920,3493210,2670,0,0,0,2116,306,7016422,770982,216,478,0,0,7471634,92868,4296,4711820,6596040,0,0,0,0,0,0,454430,181962,43674,0,0,967564,174398,329400,38598,0,0,0,0,168865990,1918.06,2370,3937602,1945378,813366,322188,675276,1114150,1320136,909416,40676,0,0,0
pos,1119924,,,,0,0,24,298618,3366036,11880654,20676106,23675846,6641574,995404,161612,2084,11332802,21850,138,976,3181404,4790438,21743390,20411440,14413512,3703114,2,0,0,0,17926,6500,0,0,0,0,0,0,120,10894868,56802438,532,409168,385006,597268,1040078,17264510,48001928,0,0,0,0,13494652,21500164,8919740,6618394,4613984,3008178,2228322,3069656,2779916,1464952,39340662,39316,46438,13062,176,11332802,364046,8635212,5771526,763680,675460,596320,579640,480980,529400,442360,454240,354960,1119923.0,39340662,39340662,85438098,526369,399824,30354,602220,67697958,1209600,0,,,,56120659.2,0.0,11522065.92,,,487394,5526660,13986332,21236296,19765010,5991842,594786,100760,8864,14,,0,39340662,,63704,10334,5670896,7641840,33622712,20660668,27804,0,0,0,,,,,,,,,,86818,4836,,,,,,,,,257904,521220,131306,3264651882,20587666,2560250,330236,214805580,24337442,67142592,107362,0,0,,,,11826648,7070082,3923460,2514748,6993744,9028044,15156900,10766014,418236,82,0,0
pos,462228,0,,,,,0,0,125692,277522,237154,24430,0,0,0,0,13836998,0,0,,3460188,4354106,25160034,25635238,5194932,2628704,,0,0,0,,,0,0,0,0,0,0,2312,591804,70682,0,202,82,400,2862,60394,123372,349884,127602,0,0,298514,72738,65028,59002,37706,29656,21560,20318,9996,50280,33815356,,,,,13836998,331558,1696284,3489224,128800,141540,113640,125060,118400,95420,104740,112140,181200,462228.03,33815356,33815356,,3604,,,1132800,,1209600,,,,,24494282.88,2311037.76,6271889.28,52,64,6422,136954,172202,78522,54742,57912,95120,48660,11810,2454,,,33815356,0,164,22,48708,132520,44784,285084,151356,2160,0,0,3800,35790,19230896,4400000,678,71928,0,0,22365508,,,,,,,,,,,207210,,,,,,,,,,,,,,,52,226388,71140,40260,23016,70776,168990,53038,9870,1320,0,,
pos,752474,,0,,0,0,0,0,0,15616,2659124,23676894,20802878,2167414,9194,0,23721914,0,0,0,27642,49876,42983800,36668320,12552176,5159612,0,0,0,0,0,0,0,0,0,0,0,8286424,31713578,9283944,47174,0,751220,484608,505498,406466,11491138,35310168,381958,58,6,0,21139784,5064340,3775202,3051988,2704378,3101716,4596272,4939528,949214,8698,55576254,270,322,1670,396,23721914,757642,8832816,3685498,300380,358160,365440,334420,316620,345320,351140,285580,224940,752474.23,55576254,55576254,54611226,365541,7226954,12240,1007520,49331120,1209600,0,,,,45901663.68,0.0,3372232.32,0,0,0,796,409038,10454504,25055518,11967850,1248978,163162,30680,594,,0,55576254,,42088,11414,1426356,1630692,5469606,37541146,3153880,55938,0,0,,,,,,,,,,39694,672,0,0,0,0,0,0,0,0,483884,1067390,188350,0,0,2068290,283316,85597600,18901218,0,0,0,0,547176920,21375.1,29862,3542146,11628814,8565688,4384946,8510490,5283656,3272658,1738898,2345830,57994,0,0
pos,312724,0,1702,1506,0,0,0,2462,312426,3453906,8969682,7908650,2165718,185852,10060,0,9750690,31888,54,0,1359644,2060856,17754526,15934618,6161258,2387690,26,0,0,0,8772,2810,0,0,0,0,0,0,2466,3039222,19950286,16782,101512,46168,38758,44736,75644,17230226,2156912,3314778,22,0,8075216,5228022,3011706,1848146,1154816,759374,568160,469674,250174,1643468,25285292,22944,17542,22322,6,9750690,345246,2576032,3570362,336280,305760,266700,314840,298960,315480,307940,304360,246520,312724.7,25285292,25285292,24801024,122343,1138,56850,1017320,23028446,1209600,860602,4,814,0,18859310.4,0.0,4140441.6,2882,7824,59638,641840,2464702,3425520,5767276,4045618,3060116,2863264,633272,47510,3460,3632,25285292,0,60130,8454,2097446,1933512,1747588,11159242,5826028,175178,1176,2,3726,6790,18627692,7638736,0,37972,0,0,19105942,37348,14356,0,0,0,0,0,0,0,0,232958,107054,20170,0,0,986106,150228,38560,15064,0,0,0,0,57851530,17417.54,17126,4333758,4957140,2450474,910134,2178956,3907894,2600068,1650210,20122,0,0,0
pos,1520540,,,,0,0,0,0,0,60,383930,13556044,62966486,19296738,230176,2084,33015288,361312,0,,1524,5296,76926138,63718684,25353220,10913962,,0,14542,0,0,0,0,0,0,0,0,315174,38158622,56705340,1256382,0,131164,134214,262286,536092,10808948,84472360,90356,90,2,6,36421972,18450414,10975442,7547108,5591948,5117918,7540972,4645644,143938,162,102296124,,,24290,5410,33015288,1099264,12069354,13200986,218940,340760,349100,347660,366480,386020,389340,606760,87380,1520540.36,102296124,102296124,100647324,629486,,,467580,96435518,1209600,0,,,,88111336.32,0.0,8214352.32,0,0,0,0,21360,4120994,43374908,42809982,5371410,598228,134352,4284,,,102296124,,96502,18234,4323470,5243982,21403220,62684536,2656664,8904,6,0,,,,,,,,,,72078,,,,,,,,,,676712,,,,,,,,,,,,,,33025.84,47946,8629518,18241104,12830228,7287542,21196940,12907126,7005504,3584098,4639484,113974,,
pos,144318,,,,0,0,0,0,2942,153798,5478732,13146652,9140806,1561264,79642,3668,9532494,53268,528,,273370,894230,20331972,15543068,10493220,4435518,16,0,0,0,15550,1360,11486866,6424086,4466056,297282,171556,151228,325372,5369142,875916,0,22140,8140,12484,52826,13234446,15018228,1219174,64,2,0,21568968,3845976,1765958,1219006,791152,292264,77714,6424,42,0,31102672,346,966,1392,542,9532494,371510,2699992,7783508,664760,691740,713940,696620,597820,450700,382900,409660,459680,144317.92,31102672,31102672,30704748,84665,56832,,809580,29567504,1209600,135366,,,,18378906.24,525995.52,10623744.96,111616,,0,4930,787820,4833342,11789950,10354240,1622898,145196,27284,1844,,670,31102672,,27636,8480,6779562,1781420,4242848,14492180,2207838,27540,0,0,20998,28654,2630466,700418,16692,2000270,0,0,18053994,20752,172,,,,,,,,,257130,240,44,192177860,925318,115970,23310,8287440,1450568,1134126,65532,0,0,,0.46,0,9975728,14390142,3177604,984200,744530,200600,71044,22116,1540,0,0,0
pos,426366,,,,,,0,65738,991498,7375520,15844716,13628884,5940540,776794,29318,0,14348292,0,1662,,4353890,6466656,32749576,34204590,8738050,2307146,,0,0,0,,,0,0,0,0,0,0,87288,27586184,16979536,0,256778,192230,543286,568106,2988010,40103602,940,56,0,0,17554802,12987876,4229154,2695474,1928704,1745588,2186964,1259572,64568,306,45869864,,,,,14348292,727126,2859618,5847382,229080,216120,214380,198020,213760,177860,201120,183320,233920,426366.81,45869864,45869864,45530194,152715,,,895560,44653008,1209600,,,,,30684995.52,0.0,13867599.36,8206,25812,160400,2548660,7898916,10507626,12295092,9666762,1432126,130326,13008,92,,,45869864,,58450,28524,188086,12318642,3855582,19205128,8535030,463562,4,0,,,,,,,,,,,,,,,,,,,,264858,,,,,,,,,,,,,,37318.64,47744,14528384,11736934,4656802,1029150,4228490,4767554,2846576,847814,11304,0,,
pos,450558,,0,,0,0,0,0,0,144,297806,8615672,19525708,4222064,83466,0,16546888,4772,0,0,3768,10244,26204678,19850030,11752254,5259718,0,0,0,0,0,0,0,0,0,0,0,152056,8166444,19972136,4454224,0,37382,22062,33756,61438,8046178,24539112,4904,26,2,0,14140842,4744676,2184064,1463698,1264580,2585000,5780330,581670,0,0,37970602,0,2184,2086,3958,16546888,661740,6596198,5118134,422240,431240,447420,346420,425640,451220,495440,426140,130880,450557.92,37970602,37970602,37152518,204310,10775294,84922,376600,32744860,1209600,0,,,,27404595.84,0.0,5304979.2,0,0,0,0,35944,2048566,13848398,13951544,2543534,259270,55690,1914,,0,37970602,,39718,8808,1950222,3170830,2023880,21600768,3837184,113432,18,0,,,,,,,,,,36226,1142,0,0,0,0,0,0,0,0,442800,505070,102574,0,0,1446502,255032,24638020,14598222,0,0,0,0,369503640,18883.36,22052,5688318,7054018,3494288,1797458,4288442,4241072,3496874,2227334,456322,734,0,0
pos,238702,,426,0,0,0,0,0,0,12198,638676,4586604,7230602,2366708,114124,5788,6974074,11092,0,0,12972,27466,12686542,10412504,2749920,2056200,0,0,0,0,570,716,0,0,0,0,0,951200,6662402,5798266,1542832,0,6972,1832,3522,235364,9445814,5245806,15388,2,0,0,4809492,3451770,1407330,1107644,1167184,1968614,1026992,15674,0,0,15451682,596,126,450,14,6974074,227954,1437466,1286246,291440,263880,222860,247000,188800,179460,194220,186140,205420,238701.95,15451682,15451682,15473978,94542,79798,74468,907640,14954700,1209600,453298,0,0,0,13452244.8,0.0,1492061.76,0,0,0,0,62820,1630096,5618110,5931084,1595388,92518,24010,674,0,114,15451682,,19064,2662,197578,805552,468438,7888462,5456318,116264,362,0,0,0,0,0,0,0,0,0,0,8414,840,0,0,0,0,0,0,0,0,129826,187810,39756,0,0,575314,82458,4560940,891084,0,0,0,0,35573610,4543.92,5282,1568364,2561214,2210264,1095288,2135078,1864538,1701790,971846,836204,10114,0,0
pos,1204846,,,,,,0,0,0,2530,783528,13963646,46312748,16153946,262038,6544,8170954,9398,0,0,3920,7024,18199322,15558820,4982832,2351588,,0,0,0,,,0,0,0,0,31978,8124884,43261816,25360004,706298,0,83390,56070,123130,269156,30590128,46015364,347366,360,10,6,21986588,17102052,7454528,5774390,5150984,5890864,9264356,4723432,137462,324,23188632,,,,,8170954,255978,3083310,1889076,281700,294580,324640,336200,387020,281240,313000,285020,37740,1204845.23,23188632,23188632,81946020,559620,,119312,171620,77484980,1209600,,,,,70738908.48,0.0,6686769.6,0,0,0,0,90808,5801092,30417526,33751576,6522820,767402,126202,7554,,,23188632,,67438,15398,3189424,2742380,9481586,56014228,5842098,132376,52,0,,,,,,,,,,,,,,,,,,,,153290,,,,,,,,,,,,,,22315.82,34280,7047098,15485894,12309248,6010622,12971354,11064076,6002950,2646548,3646994,300196,,
pos,916638,,,,,,223654,4109372,10552856,20377816,22422420,17181908,5535776,987928,31900,0,7910604,80080,0,0,6019064,9968390,13753920,16066778,9439568,3030340,,0,0,0,,,0,0,0,0,0,0,1969740,36277138,43176752,0,255570,92360,198106,394588,19265600,61217402,4,0,0,0,15777984,32590504,10851012,7955874,5119696,3402028,2552062,2540822,606644,27004,29212500,,,,,7910604,298410,1382958,8052204,677200,295300,323460,392420,349940,328640,276540,400960,101480,916638.64,29212500,29212500,82072046,480443,,10468,173920,81423630,1209600,,,,,53485379.52,17164364.16,10800765.12,,,4540406,14451842,22967832,23410772,12932122,2999960,111316,8962,418,0,,,29212500,,10824,2678,10201938,18298138,12481420,40291616,137016,0,0,0,,,,,,,,,,,,,,,,,,,,245354,,,,,,,,,,,,,,,,28131634,10407852,7721364,4671670,11614634,12678770,4861656,1240076,95974,0,,
pos,733868,0,0,0,0,0,0,0,45630,1400206,7877016,9038940,3360968,391692,26780,536,21973330,0,178,,1941516,2872770,37327802,33949320,10196338,3422490,0,0,0,0,0,0,0,0,0,0,0,0,0,978076,21163692,0,98346,52846,87954,160020,456406,19614312,1014222,657662,0,0,5528020,8654494,4218382,1088244,688666,673696,635746,471068,166108,17344,49482300,0,0,0,0,21973330,662904,4126446,6044796,270840,219680,316280,272560,232500,228000,260660,205800,225760,733868.54,49482300,49482300,48225360,110893,0,,954820,45254378,1209600,0,0,0,0,39487005.12,0.0,5710580.16,1124,9794,8930,131346,1062486,2657516,6654376,5460096,3843754,2058664,240936,23664,0,0,49482300,0,53294,9514,1096640,1698378,623604,15558534,2976136,125404,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401266,0,0,0,0,0,0,0,0,0,0,0,0,0,16839.34,16064,2855222,3770490,1509130,488168,923370,5018730,7307740,262902,6016,0,0,0
pos,440518,0,,,0,0,0,1992,268022,4530982,12679868,11863684,3536562,507098,43472,0,13165564,308,428,,1727316,2870330,26372068,23460340,13382258,3628680,2,0,0,0,9096,2260,0,0,0,0,0,0,0,3529314,29817528,84838,209332,101392,81994,100390,139220,20158104,8404036,4221582,15630,0,11281290,6280314,3850776,2609706,2021836,1563542,1293176,1030744,526392,2973904,41488808,13708,16072,25004,3668,13165564,432942,7758256,5606014,429380,459600,490120,493100,480140,491560,581860,454780,129300,440518.97,41488808,41488808,40946114,190334,7234,,288360,33467258,1209600,1267482,,,,26568875.52,0.0,6843866.88,6464,20158,50142,373232,2158832,3932738,7605300,7639994,5775258,4044582,1511126,340476,,15480,41488808,0,74100,10382,1803020,4211374,923318,15228352,10768114,411038,1970,12,2864,12566,23819424,6366362,10,144670,0,0,24708918,98292,1668,,,,,,,,,278814,67756,26272,0,0,1279472,233320,117440,76352,0,0,0,0,,45293.36,21848,7173956,6286284,3793048,1542210,4008550,6996986,3035560,566346,28740,0,0,0
pos,351266,,,,,,17706,192868,704464,3439760,7939556,8467710,1901626,292474,17008,0,43564,0,0,0,0,0,115890,105248,34090,7524,,0,0,0,,,0,0,0,0,0,374990,1103258,8148088,13344320,2516,138322,140482,270528,841356,12731528,8850342,540,74,0,0,5953302,6732004,2876484,1762286,1188492,933772,1046420,2439248,41130,34,150030,,,,,43564,1676,17960,15768,1310700,1310700,1310700,1310700,1310700,1310700,1310700,1310700,33460,351266.73,150012,150012,,154748,,14766,149520,,1209600,,,,,17923140.48,0.0,5056028.16,,,244758,1263190,3845398,8901976,6733990,1780800,173036,26416,3588,20,,,150012,,15062,2956,2101314,2320230,3427000,14957558,149052,0,0,0,9984,14500,1054200,4338372,478,1369426,0,0,16356546,,,,,,,,,,,750,,,,,,,,,,,,,,,,5135752,2015448,2307372,1462646,2791816,2019786,1735650,5210746,293886,70,,
pos,106008,0,856,,0,0,0,0,0,152554,2353900,3012072,759262,114984,3498,0,3032082,124378,0,,96238,139388,5280292,4459210,1689352,687310,0,0,0,0,354,130,0,0,0,0,0,0,7104,920242,5468924,0,9802,4192,5168,5234,29090,6205768,112410,24606,0,0,2206098,1650856,943686,596368,339932,211482,146334,131048,71048,99418,7067782,5284,926,23354,40,3032082,90254,567866,1115402,259720,269960,257660,259060,292420,0,0,0,334360,106007.8,7067782,7067782,,33090,1042,,1000660,,1209600,164490,,,,5271750.72,0.0,1130760.0,4,1728,0,9494,283064,904326,1270864,1177668,750028,702690,954782,343354,,5620,7067782,0,9128,1334,475092,564066,175096,3525596,1594222,51442,294,0,932,492,3932956,3135310,0,20090,0,0,4880874,14702,598,,,,,,,,,62784,8870,2874,6480114,910122,152460,27474,858040,99334,6879916,63020,0,0,,,3232,1170020,732554,496620,186520,254062,279378,907492,2365364,4260,0,0,0
pos,245750,,0,,0,0,0,0,0,0,13726552,62547628,5193962,73220,852,0,36493866,3720,214,,178600,395332,49988146,23345426,36572384,25562646,0,0,0,0,0,0,32612,80525378,22498,16774,8958,70144,196724,313052,356074,0,46622,33624,65862,5392896,69738694,6199308,64746,424,32,6,55228986,5709604,3255218,3661768,5588848,5950094,2130404,17290,2,0,86740738,0,2966,182,102,36493866,1644646,10048602,26478852,578300,570580,513840,588620,532160,474260,330920,330300,297440,245750.44,86740738,86740738,85937498,356111,5058,,769920,81542214,1209600,0,,,,55573925.76,2614238.4,23283033.6,0,0,0,0,53478,1581834,15509004,58611112,5209082,414292,141058,22354,,3344,86740738,,53994,18384,21447500,5258622,23558020,30116476,1078274,10944,0,0,,,,,,,,,,31452,154,0,0,41250,305610,0,0,0,0,1386124,10,2,0,0,299130,36252,36144040,3662250,0,0,0,0,29165780,18799.3,22510,26871970,53847534,575570,168746,59556,8162,3416,1762,4866,632,0,0
pos,1359568,0,,2668,0,0,0,1380,406004,6122708,28210456,33372480,12689948,2088788,208960,22456,38857496,297266,194,,3502626,4672284,72523226,69806896,14665052,4621254,,0,0,0,11008,2152,0,0,0,0,2736,345296,3024932,17119374,62630706,136,94522,49480,76496,158278,393920,29873582,46170334,5768506,538062,0,26620754,17504608,15508276,6644072,3925368,3042370,3475066,2224086,939304,3239276,90696292,,,41784,3524,38857496,909996,7484484,7140826,323300,384220,320860,313120,101360,115300,83360,109720,547680,1359567.24,90696292,90696292,89964732,401803,,,1066560,83153528,1209600,1352342,3166,2674,0,63761616.96,0.0,19325087.04,784,12182,178420,946302,6473864,10941708,19719468,17006034,11469628,10607770,4871606,908380,49466,,90696292,0,65704,8564,506542,10547890,4782132,50148148,16660592,398442,5014,152,1540,23798,57678610,26408114,27890,290942,0,0,58454042,55980,,,,,,,,,,521050,,,,,,,,,,,,,,20398.04,20628,19654684,6601468,3046348,1549148,3745720,4351502,17375400,26055506,740840,2564,,
pos,683626,,,,0,0,0,0,0,27838,844922,9387940,24201104,6546128,38730,0,154164,0,0,0,0,0,332574,258132,159582,62874,0,0,0,0,0,0,0,0,0,0,0,1190294,19150692,14030212,6675460,0,51380,38000,65620,127590,5800334,34538174,425522,28,8,2,15699936,5376658,3106878,2752958,2947556,3296008,4176658,3344592,338546,6868,492292,966,1406,2436,1216,154164,7134,71064,88016,,,,,,,,,158520,683626.16,492292,492292,42125120,304367,1053122,48220,491060,41046654,1209600,0,,,,38046484.8,0.0,2943066.24,,,0,602,199000,4152288,17972004,16988014,1486766,196720,49886,1378,,0,492292,,41614,7698,2039630,1486830,4191124,30351108,2876926,51728,0,0,,,,,,,,,,26864,750,,,,,,,,,4326,723520,151470,0,0,1347874,194626,48700780,9492670,0,0,0,0,,,,3227162,7691970,5847880,2800064,5256418,4324914,4131970,3165952,4505850,94478,0,0
